LEG_ORIGIN_CODE,Origin BR,1st booking Cut off,2nd Booking cut off,Origin BR City,LEG_DEST_CODE,Dest BR,Dest BR City,COMBO,DEPARTURE_DAY,DEPARTURE_TIME,ARRIVAL_DAY,ARRIVAL_TIME,Ratnesh's Distance,Leg Distance,Ratnesh's Time,Leg Running Hrs,Ratnesh's Arrival Time,CD In,Processing End,Load ready for dispatch,load_min,load_night,dep_night,is_feasible,Connection Type,Mode,Connection Departure Time,Origin Hub,time_diff_min,SLA_COLOR
M59,BHANDUP BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M59-M10,0,20:30:00,0,22:00:00,11.27,,00:37:00,01:00,21:07:00,21:37:00,23:37:00,00:07:00,7,1447,1210,False,National,Air,20:10:00,M10,-237,RED
M59,BHANDUP BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M59-M10,0,22:30:00,0,23:30:00,11.27,,00:37:00,01:00,23:07:00,23:37:00,01:37:00,02:07:00,127,1567,1210,False,National,Air,20:10:00,M10,-357,RED
M59,BHANDUP BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M59-M10,0,23:30:00,1,00:00:00,11.27,,00:37:00,00:30,00:07:00,00:37:00,02:37:00,03:07:00,187,1627,1210,False,National,Air,20:10:00,M10,-417,RED
M61,DAHISAR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M61-M10,0,21:30:00,0,22:30:00,20.65,,00:46:00,01:00,22:16:00,22:46:00,00:46:00,01:16:00,76,1516,1210,False,National,Air,20:10:00,M10,-306,RED
M61,DAHISAR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M61-M10,0,23:30:00,1,00:30:00,20.65,,00:46:00,01:00,00:16:00,00:46:00,02:46:00,03:16:00,196,1636,1210,False,National,Air,20:10:00,M10,-426,RED
M04,MIDC BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M04-M10,0,20:30:00,0,21:30:00,3.83,,00:09:00,01:00,20:39:00,21:09:00,23:09:00,23:39:00,1419,1419,1210,False,National,Air,20:10:00,M10,-209,RED
M04,MIDC BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M04-M10,0,21:00:00,0,22:00:00,3.83,,00:09:00,01:00,21:09:00,21:39:00,23:39:00,00:09:00,9,1449,1210,False,National,Air,20:10:00,M10,-239,RED
M04,MIDC BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M04-M10,0,22:30:00,0,22:45:00,3.83,,00:09:00,00:15,22:39:00,23:09:00,01:09:00,01:39:00,99,1539,1210,False,National,Air,20:10:00,M10,-329,RED
M04,MIDC BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M04-M10,1,23:30:00,1,00:30:00,3.83,,00:09:00,01:00,23:39:00,00:09:00,02:09:00,02:39:00,159,1599,1210,False,National,Air,20:10:00,M10,-389,RED
M66,MAHAPE BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M66-M10,0,21:00:00,1,22:30:00,19.02,,00:49:00,01:30,21:49:00,22:19:00,00:19:00,00:49:00,49,1489,1210,False,National,Air,20:10:00,M10,-279,RED
M66,MAHAPE BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M66-M10,0,22:00:00,1,23:30:00,19.02,,00:48:00,01:30,22:48:00,23:18:00,01:18:00,01:48:00,108,1548,1210,False,National,Air,20:10:00,M10,-338,RED
M66,MAHAPE BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M66-M10,0,23:30:00,1,01:00:00,19.02,,00:49:00,01:30,00:19:00,00:49:00,02:49:00,03:19:00,199,1639,1210,False,National,Air,20:10:00,M10,-429,RED
M78,ANDHERI WEST BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M78-M10,0,20:00:00,0,21:30:00,6.78,,00:29:00,01:30,20:29:00,20:59:00,22:59:00,23:29:00,1409,1409,1210,False,National,Air,20:10:00,M10,-199,RED
M78,ANDHERI WEST BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M78-M10,0,22:00:00,0,23:00:00,6.78,,00:29:00,01:00,22:29:00,22:59:00,00:59:00,01:29:00,89,1529,1210,False,National,Air,20:10:00,M10,-319,RED
M78,ANDHERI WEST BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M78-M10,0,22:30:00,0,23:30:00,6.78,,00:29:00,01:00,22:59:00,23:29:00,01:29:00,01:59:00,119,1559,1210,False,National,Air,20:10:00,M10,-349,RED
M01,LOWER PAREL BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M01-M10,0,20:30:00,0,22:00:00,20.23,,00:51:00,01:30,21:21:00,21:51:00,23:51:00,00:21:00,21,1461,1265,False,National,Air,21:05:00,M10,-196,RED
M01,LOWER PAREL BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M01-M10,0,22:00:00,0,23:30:00,20.23,,00:51:00,01:30,22:51:00,23:21:00,01:21:00,01:51:00,111,1551,1265,False,National,Air,21:05:00,M10,-286,RED
M01,LOWER PAREL BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M01-M10,0,23:30:00,1,00:30:00,20.23,,00:49:00,01:00,00:19:00,00:49:00,02:49:00,03:19:00,199,1639,1265,False,National,Air,21:05:00,M10,-374,RED
M01,LOWER PAREL BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M01-M10,1,00:30:00,1,02:00:00,20.23,,00:49:00,01:30,01:19:00,01:49:00,03:49:00,04:19:00,259,1699,1265,False,National,Air,21:05:00,M10,-434,RED
M01,LOWER PAREL BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M01-M10,1,01:30:00,1,03:00:00,20.23,,00:50:00,01:30,02:20:00,02:50:00,04:50:00,05:20:00,320,1760,1265,False,National,Air,21:05:00,M10,-495,RED
M02,FORT BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M02-M10,0,20:00:00,0,22:00:00,28.22,,00:51:00,02:00,20:51:00,21:21:00,23:21:00,23:51:00,1431,1431,1265,False,National,Air,21:05:00,M10,-166,RED
M02,FORT BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M02-M10,0,22:00:00,1,23:30:00,28.22,,00:51:00,01:30,22:51:00,23:21:00,01:21:00,01:51:00,111,1551,1265,False,National,Air,21:05:00,M10,-286,RED
M02,FORT BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M02-M10,0,23:00:00,1,00:30:00,28.22,,00:51:00,01:30,23:51:00,00:21:00,02:21:00,02:51:00,171,1611,1265,False,National,Air,21:05:00,M10,-346,RED
M05,GOREGAON BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M05-M10,0,21:00:00,0,22:00:00,10.0,,00:30:00,01:00,21:30:00,22:00:00,00:00:00,00:30:00,30,1470,1265,False,National,Air,21:05:00,M10,-205,RED
M05,GOREGAON BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M05-M10,0,22:30:00,0,23:30:00,10.0,,00:30:00,01:00,23:00:00,23:30:00,01:30:00,02:00:00,120,1560,1265,False,National,Air,21:05:00,M10,-295,RED
M05,GOREGAON BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M05-M10,0,23:00:00,1,00:30:00,10.0,,00:30:00,01:30,23:30:00,00:00:00,02:00:00,02:30:00,150,1590,1265,False,National,Air,21:05:00,M10,-325,RED
M06,GHATKOPAR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M06-M10,0,20:30:00,0,23:00:00,4.4,,00:17:00,02:30,20:47:00,21:17:00,23:17:00,23:47:00,1427,1427,1265,False,National,Air,21:05:00,M10,-162,RED
M06,GHATKOPAR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M06-M10,0,22:30:00,1,00:15:00,4.4,,00:17:00,01:45,22:47:00,23:17:00,01:17:00,01:47:00,107,1547,1265,False,National,Air,21:05:00,M10,-282,RED
M06,GHATKOPAR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M06-M10,0,23:30:00,1,00:30:00,4.4,,00:17:00,01:00,23:47:00,00:17:00,02:17:00,02:47:00,167,1607,1265,False,National,Air,21:05:00,M10,-342,RED
M07,THANE BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M07-M10,0,21:15:00,0,22:00:00,20.19,,00:46:00,00:45,22:01:00,22:31:00,00:31:00,01:01:00,61,1501,1265,False,National,Air,21:05:00,M10,-236,RED
M07,THANE BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M07-M10,0,22:00:00,0,23:30:00,20.19,,00:46:00,01:30,22:46:00,23:16:00,01:16:00,01:46:00,106,1546,1265,False,National,Air,21:05:00,M10,-281,RED
M07,THANE BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M07-M10,0,22:30:00,1,00:00:00,20.19,,00:46:00,01:30,23:16:00,23:46:00,01:46:00,02:16:00,136,1576,1265,False,National,Air,21:05:00,M10,-311,RED
M08,VASHI BRANCH,20:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M08-M10,0,20:00:00,0,22:00:00,22.82,,00:51:00,02:00,20:51:00,21:21:00,23:21:00,23:51:00,1431,1431,1265,False,National,Air,21:05:00,M10,-166,RED
M08,VASHI BRANCH,20:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M08-M10,0,22:30:00,1,00:30:00,22.82,,00:47:00,02:00,23:17:00,23:47:00,01:47:00,02:17:00,137,1577,1265,False,National,Air,21:05:00,M10,-312,RED
M08,VASHI BRANCH,20:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M08-M10,0,23:00:00,1,00:30:00,22.82,,00:47:00,01:30,23:47:00,00:17:00,02:17:00,02:47:00,167,1607,1265,False,National,Air,21:05:00,M10,-342,RED
M08,VASHI BRANCH,20:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M08-M10,1,00:00:00,1,01:30:00,22.82,,00:48:00,01:30,00:48:00,01:18:00,03:18:00,03:48:00,228,1668,1265,False,National,Air,21:05:00,M10,-403,RED
M08,VASHI BRANCH,20:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M08-M10,1,00:30:00,1,02:00:00,22.82,,00:49:00,01:30,01:19:00,01:49:00,03:49:00,04:19:00,259,1699,1265,False,National,Air,21:05:00,M10,-434,RED
M45,CHEMBUR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M45-M10,0,20:00:00,0,21:30:00,9.65,,00:30:00,01:30,20:30:00,21:00:00,23:00:00,23:30:00,1410,1410,1265,False,National,Air,21:05:00,M10,-145,RED
M45,CHEMBUR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M45-M10,0,21:30:00,0,23:00:00,9.65,,00:29:00,01:30,21:59:00,22:29:00,00:29:00,00:59:00,59,1499,1265,False,National,Air,21:05:00,M10,-234,RED
M45,CHEMBUR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M45-M10,0,23:30:00,1,00:30:00,9.65,,00:29:00,01:00,23:59:00,00:29:00,02:29:00,02:59:00,179,1619,1265,False,National,Air,21:05:00,M10,-354,RED
M48,ANDHERI BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M48-M10,0,21:00:00,0,22:00:00,6.31,,00:25:00,01:00,21:25:00,21:55:00,23:55:00,00:25:00,25,1465,1265,False,National,Air,21:05:00,M10,-200,RED
M48,ANDHERI BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M48-M10,0,22:00:00,0,23:00:00,6.31,,00:25:00,01:30,22:25:00,22:55:00,00:55:00,01:25:00,85,1525,1265,False,National,Air,21:05:00,M10,-260,RED
M48,ANDHERI BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M48-M10,0,22:30:00,0,23:30:00,6.31,,00:25:00,01:30,22:55:00,23:25:00,01:25:00,01:55:00,115,1555,1265,False,National,Air,21:05:00,M10,-290,RED
M48,ANDHERI BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M48-M10,0,23:30:00,1,00:30:00,6.31,,00:25:00,01:00,23:55:00,00:25:00,02:25:00,02:55:00,175,1615,1265,False,National,Air,21:05:00,M10,-350,RED
M59,BHANDUP BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M59-M10,0,20:30:00,0,22:00:00,11.27,,00:37:00,01:00,21:07:00,21:37:00,23:37:00,00:07:00,7,1447,1265,False,National,Air,21:05:00,M10,-182,RED
M59,BHANDUP BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M59-M10,0,22:30:00,0,23:30:00,11.27,,00:37:00,01:00,23:07:00,23:37:00,01:37:00,02:07:00,127,1567,1265,False,National,Air,21:05:00,M10,-302,RED
M59,BHANDUP BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M59-M10,0,23:30:00,1,00:00:00,11.27,,00:37:00,00:30,00:07:00,00:37:00,02:37:00,03:07:00,187,1627,1265,False,National,Air,21:05:00,M10,-362,RED
M61,DAHISAR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M61-M10,0,21:30:00,0,22:30:00,20.65,,00:46:00,01:00,22:16:00,22:46:00,00:46:00,01:16:00,76,1516,1265,False,National,Air,21:05:00,M10,-251,RED
M61,DAHISAR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M61-M10,0,23:30:00,1,00:30:00,20.65,,00:46:00,01:00,00:16:00,00:46:00,02:46:00,03:16:00,196,1636,1265,False,National,Air,21:05:00,M10,-371,RED
M04,MIDC BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M04-M10,0,20:30:00,0,21:30:00,3.83,,00:09:00,01:00,20:39:00,21:09:00,23:09:00,23:39:00,1419,1419,1265,False,National,Air,21:05:00,M10,-154,RED
M04,MIDC BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M04-M10,0,21:00:00,0,22:00:00,3.83,,00:09:00,01:00,21:09:00,21:39:00,23:39:00,00:09:00,9,1449,1265,False,National,Air,21:05:00,M10,-184,RED
M04,MIDC BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M04-M10,0,22:30:00,0,22:45:00,3.83,,00:09:00,00:15,22:39:00,23:09:00,01:09:00,01:39:00,99,1539,1265,False,National,Air,21:05:00,M10,-274,RED
M04,MIDC BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M04-M10,1,23:30:00,1,00:30:00,3.83,,00:09:00,01:00,23:39:00,00:09:00,02:09:00,02:39:00,159,1599,1265,False,National,Air,21:05:00,M10,-334,RED
M66,MAHAPE BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M66-M10,0,21:00:00,1,22:30:00,19.02,,00:49:00,01:30,21:49:00,22:19:00,00:19:00,00:49:00,49,1489,1265,False,National,Air,21:05:00,M10,-224,RED
M66,MAHAPE BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M66-M10,0,22:00:00,1,23:30:00,19.02,,00:48:00,01:30,22:48:00,23:18:00,01:18:00,01:48:00,108,1548,1265,False,National,Air,21:05:00,M10,-283,RED
M66,MAHAPE BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M66-M10,0,23:30:00,1,01:00:00,19.02,,00:49:00,01:30,00:19:00,00:49:00,02:49:00,03:19:00,199,1639,1265,False,National,Air,21:05:00,M10,-374,RED
M78,ANDHERI WEST BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M78-M10,0,20:00:00,0,21:30:00,6.78,,00:29:00,01:30,20:29:00,20:59:00,22:59:00,23:29:00,1409,1409,1265,False,National,Air,21:05:00,M10,-144,RED
M78,ANDHERI WEST BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M78-M10,0,22:00:00,0,23:00:00,6.78,,00:29:00,01:00,22:29:00,22:59:00,00:59:00,01:29:00,89,1529,1265,False,National,Air,21:05:00,M10,-264,RED
M78,ANDHERI WEST BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M78-M10,0,22:30:00,0,23:30:00,6.78,,00:29:00,01:00,22:59:00,23:29:00,01:29:00,01:59:00,119,1559,1265,False,National,Air,21:05:00,M10,-294,RED
M01,LOWER PAREL BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M01-M10,0,20:30:00,0,22:00:00,20.23,,00:51:00,01:30,21:21:00,21:51:00,23:51:00,00:21:00,21,1461,1405,False,National,Air,23:25:00,M10,-56,RED
M01,LOWER PAREL BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M01-M10,0,22:00:00,0,23:30:00,20.23,,00:51:00,01:30,22:51:00,23:21:00,01:21:00,01:51:00,111,1551,1405,False,National,Air,23:25:00,M10,-146,RED
M01,LOWER PAREL BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M01-M10,0,23:30:00,1,00:30:00,20.23,,00:49:00,01:00,00:19:00,00:49:00,02:49:00,03:19:00,199,1639,1405,False,National,Air,23:25:00,M10,-234,RED
M01,LOWER PAREL BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M01-M10,1,00:30:00,1,02:00:00,20.23,,00:49:00,01:30,01:19:00,01:49:00,03:49:00,04:19:00,259,1699,1405,False,National,Air,23:25:00,M10,-294,RED
M01,LOWER PAREL BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M01-M10,1,01:30:00,1,03:00:00,20.23,,00:50:00,01:30,02:20:00,02:50:00,04:50:00,05:20:00,320,1760,1405,False,National,Air,23:25:00,M10,-355,RED
M02,FORT BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M02-M10,0,20:00:00,0,22:00:00,28.22,,00:51:00,02:00,20:51:00,21:21:00,23:21:00,23:51:00,1431,1431,1405,False,National,Air,23:25:00,M10,-26,RED
M02,FORT BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M02-M10,0,22:00:00,1,23:30:00,28.22,,00:51:00,01:30,22:51:00,23:21:00,01:21:00,01:51:00,111,1551,1405,False,National,Air,23:25:00,M10,-146,RED
M02,FORT BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M02-M10,0,23:00:00,1,00:30:00,28.22,,00:51:00,01:30,23:51:00,00:21:00,02:21:00,02:51:00,171,1611,1405,False,National,Air,23:25:00,M10,-206,RED
M05,GOREGAON BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M05-M10,0,21:00:00,0,22:00:00,10.0,,00:30:00,01:00,21:30:00,22:00:00,00:00:00,00:30:00,30,1470,1405,False,National,Air,23:25:00,M10,-65,RED
M05,GOREGAON BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M05-M10,0,22:30:00,0,23:30:00,10.0,,00:30:00,01:00,23:00:00,23:30:00,01:30:00,02:00:00,120,1560,1405,False,National,Air,23:25:00,M10,-155,RED
M05,GOREGAON BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M05-M10,0,23:00:00,1,00:30:00,10.0,,00:30:00,01:30,23:30:00,00:00:00,02:00:00,02:30:00,150,1590,1405,False,National,Air,23:25:00,M10,-185,RED
M06,GHATKOPAR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M06-M10,0,20:30:00,0,23:00:00,4.4,,00:17:00,02:30,20:47:00,21:17:00,23:17:00,23:47:00,1427,1427,1405,False,National,Air,23:25:00,M10,-22,RED
M06,GHATKOPAR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M06-M10,0,22:30:00,1,00:15:00,4.4,,00:17:00,01:45,22:47:00,23:17:00,01:17:00,01:47:00,107,1547,1405,False,National,Air,23:25:00,M10,-142,RED
M06,GHATKOPAR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M06-M10,0,23:30:00,1,00:30:00,4.4,,00:17:00,01:00,23:47:00,00:17:00,02:17:00,02:47:00,167,1607,1405,False,National,Air,23:25:00,M10,-202,RED
M07,THANE BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M07-M10,0,21:15:00,0,22:00:00,20.19,,00:46:00,00:45,22:01:00,22:31:00,00:31:00,01:01:00,61,1501,1405,False,National,Air,23:25:00,M10,-96,RED
M07,THANE BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M07-M10,0,22:00:00,0,23:30:00,20.19,,00:46:00,01:30,22:46:00,23:16:00,01:16:00,01:46:00,106,1546,1405,False,National,Air,23:25:00,M10,-141,RED
M07,THANE BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M07-M10,0,22:30:00,1,00:00:00,20.19,,00:46:00,01:30,23:16:00,23:46:00,01:46:00,02:16:00,136,1576,1405,False,National,Air,23:25:00,M10,-171,RED
M08,VASHI BRANCH,20:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M08-M10,0,20:00:00,0,22:00:00,22.82,,00:51:00,02:00,20:51:00,21:21:00,23:21:00,23:51:00,1431,1431,1405,False,National,Air,23:25:00,M10,-26,RED
M08,VASHI BRANCH,20:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M08-M10,0,22:30:00,1,00:30:00,22.82,,00:47:00,02:00,23:17:00,23:47:00,01:47:00,02:17:00,137,1577,1405,False,National,Air,23:25:00,M10,-172,RED
M08,VASHI BRANCH,20:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M08-M10,0,23:00:00,1,00:30:00,22.82,,00:47:00,01:30,23:47:00,00:17:00,02:17:00,02:47:00,167,1607,1405,False,National,Air,23:25:00,M10,-202,RED
M08,VASHI BRANCH,20:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M08-M10,1,00:00:00,1,01:30:00,22.82,,00:48:00,01:30,00:48:00,01:18:00,03:18:00,03:48:00,228,1668,1405,False,National,Air,23:25:00,M10,-263,RED
M08,VASHI BRANCH,20:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M08-M10,1,00:30:00,1,02:00:00,22.82,,00:49:00,01:30,01:19:00,01:49:00,03:49:00,04:19:00,259,1699,1405,False,National,Air,23:25:00,M10,-294,RED
M45,CHEMBUR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M45-M10,0,20:00:00,0,21:30:00,9.65,,00:30:00,01:30,20:30:00,21:00:00,23:00:00,23:30:00,1410,1410,1405,False,National,Air,23:25:00,M10,-5,RED
M45,CHEMBUR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M45-M10,0,21:30:00,0,23:00:00,9.65,,00:29:00,01:30,21:59:00,22:29:00,00:29:00,00:59:00,59,1499,1405,False,National,Air,23:25:00,M10,-94,RED
M45,CHEMBUR BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M45-M10,0,23:30:00,1,00:30:00,9.65,,00:29:00,01:00,23:59:00,00:29:00,02:29:00,02:59:00,179,1619,1405,False,National,Air,23:25:00,M10,-214,RED
M48,ANDHERI BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M48-M10,0,21:00:00,0,22:00:00,6.31,,00:25:00,01:00,21:25:00,21:55:00,23:55:00,00:25:00,25,1465,1405,False,National,Air,23:25:00,M10,-60,RED
M48,ANDHERI BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M48-M10,0,22:00:00,0,23:00:00,6.31,,00:25:00,01:30,22:25:00,22:55:00,00:55:00,01:25:00,85,1525,1405,False,National,Air,23:25:00,M10,-120,RED
M48,ANDHERI BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M48-M10,0,22:30:00,0,23:30:00,6.31,,00:25:00,01:30,22:55:00,23:25:00,01:25:00,01:55:00,115,1555,1405,False,National,Air,23:25:00,M10,-150,RED
M48,ANDHERI BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M48-M10,0,23:30:00,1,00:30:00,6.31,,00:25:00,01:00,23:55:00,00:25:00,02:25:00,02:55:00,175,1615,1405,False,National,Air,23:25:00,M10,-210,RED
M59,BHANDUP BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M59-M10,0,20:30:00,0,22:00:00,11.27,,00:37:00,01:00,21:07:00,21:37:00,23:37:00,00:07:00,7,1447,1405,False,National,Air,23:25:00,M10,-42,RED
M59,BHANDUP BRANCH,21:30:00,23:59:00,MUMBAI,M10,MUMBAI SAKINAKA APEX,MUMBAI,M59-M10,0,22:30:00,0,23:30:00,11.27,,00:37:00,01:00,23:07:00,23:37:00,01:37:00,02:07:00,127,1567,1405,False,National,Air,23:25:00,M10,-162,RED
