CODE,Location Name,lat,lon,Latitude/Longitude
J16,RAJPURA BRANCH,30.483876,76.599656,"30.483876,76.599656"
J17,PHAGWARA BRANCH,31.213305,75.77217,"31.213305,75.77217"
J18,PATIALA BRANCH,30.345048,76.44347,"30.345048,76.44347"
J19,NANGAL BRANCH,31.3628978,76.3779668,"31.3628978,76.3779668"
J20,BILASPUR SUPER FRANCHISEE,31.338231,76.760871,"31.338231,76.760871"
J21,MOHALI BRANCH,30.71998471,76.7296621,"30.71998471,76.7296621"
J25,ROHTAK BRANCH,28.9089,76.590565,"28.9089,76.590565"
J26,KUNDLI BRANCH,28.860715,77.153571,"28.860715,77.153571"
J29,PANCHKULA APEX,30.667815,76.837394,"30.667815,76.837394"
J30,CHANDIGARH SCS APEX,30.667815,76.837394,"30.667815,76.837394"
J33,BADDI SCS APEX,30.9279878,76.7966137,"30.9279878,76.7966137"
J36,SIRSA BRANCH,29.5336667,75.0300057,"29.5336667,75.0300057"
J37,BAHADURGARH BRANCH,28.68945,76.953875,"28.68945,76.953875"
J39,SOLAN BRANCH,30.90637,77.088789,"30.90637,77.088789"
J48,MOGA BRANCH,30.82256126,75.17527771,"30.82256126,75.17527771"
J50,YAMUNA NAGAR BRANCH,30.13258984,77.28474862,"30.13258984,77.28474862"
J53,LUDHIANA ATAM PARK BRANCH,30.895573,75.883299,"30.895573,75.883299"
K01,MOULALI BRANCH,22.56048346,88.36895577,"22.56048346,88.36895577"
K02,DTDC BHAWAN,22.62824545,88.44588786,"22.62824545,88.44588786"
K03,KRISHNANAGAR BRANCH,23.3762904,88.5125793,"23.3762904,88.5125793"
K05,RAJARHAT BRANCH,22.62824545,88.44588786,"22.62824545,88.44588786"
K06,AGARPARA SUPER FRANCHISEE,22.687889,88.380944,"22.687889,88.380944"
K07,TARATALA(GOPALPUR) MASTER FRANCHISEE,22.51392239,88.28749967,"22.51392239,88.28749967"
K08,HOWRAH BRANCH,22.597692,88.346169,"22.597692,88.346169"
K104,ALIPURDUAR BRANCH,26.49070803,89.52644226,"26.49070803,89.52644226"
K114,KALINGPONG HELIX SORTING OFFICE,27.06419,88.46667,"27.06419,88.46667"
K119,PUNJABI MORE BRANCH,23.6356357,87.1177009,"23.6356357,87.1177009"
K16,KOLKATA RAJARHAT APEX,22.62824545,88.44588786,"22.62824545,88.44588786"
K55,KOLKATA T/S APEX,22.62824545,88.44588786,"22.62824545,88.44588786"
K130,BARUIPUR BRANCH,22.39087083,88.4171103,"22.39087083,88.4171103"
K132,MOYNAGURI HELIX SORTING OFFICE,26.5659038,88.8267541,"26.5659038,88.8267541"
K14,DURGAPUR BRANCH,23.49828,87.32783,"23.49828,87.32783"
K15,SILIGURI BRANCH,26.71349247,88.42535262,"26.71349247,88.42535262"
K65,KOLKATA HP APEX,22.62824545,88.44588786,"22.62824545,88.44588786"
K22,ASANSOL BRANCH,23.70836351,86.95007678,"23.70836351,86.95007678"
K23,MALDA BRANCH,24.99608722,88.15811202,"24.99608722,88.15811202"
K83,KOLKATA DP PROCESSING AND DELIVERY BRANCH,22.62824545,88.44588786,"22.62824545,88.44588786"
K27,PURULIA SUB BRANCH,23.32843,86.37015,"23.32843,86.37015"
K26,KOLKATA INTERNATIONAL APEX,22.55660582,88.39789079,"22.55660582,88.39789079"
K29,DIAMOND HARBOR SORTING OFFICE,22.20240621,88.18924839,"22.20240621,88.18924839"
K32,MECHEDA BRANCH,22.41342885,87.86281222,"22.41342885,87.86281222"
K37,BAHARAMPORE BRANCH,24.09258565,88.2689143,"24.09258565,88.2689143"
K39,LAKE VIEW BRANCH,22.509325,88.34605791,"22.509325,88.34605791"
K40,KHARAGPUR BRANCH,22.37317496,87.34126308,"22.37317496,87.34126308"
K45,BURDWAN BRANCH,23.269912,87.822494,"23.269912,87.822494"
K51,GANGTOK BRANCH,27.30885651,88.59471465,"27.30885651,88.59471465"
K54,FULIA BRANCH,23.220178,88.505196,"23.220178,88.505196"
K28,BY-PASS BRANCH,22.55660582,88.39789079,"22.55660582,88.39789079"
K56,PORT BLAIR BRANCH,11.659932,92.732993,"11.659932,92.732993"
K63,BANKURA SUPER FRANCHISE,23.23000438,87.06392297,"23.23000438,87.06392297"
K129,KHAPRAIL BRANCH,26.74426398,88.3537118,"26.74426398,88.3537118"
K66,SILIGURI-MATIGARA APEX,26.74426398,88.3537118,"26.74426398,88.3537118"
K68,SALT LAKE BRANCH,22.59459335,88.42106258,"22.59459335,88.42106258"
K96,NORTH BENGAL T/S APEX,26.74426398,88.3537118,"26.74426398,88.3537118"
K75,GARIA BRANCH,22.46641291,88.39704962,"22.46641291,88.39704962"
K79,COOCHBEHAR BRANCH,26.3338757,89.4586333,"26.3338757,89.4586333"
K81,SERAMPORE SUPER FRANCHISEE,22.7619341,88.3167777,"22.7619341,88.3167777"
K82,RANGPO SUB BRANCH,27.17721333,88.522671,"27.17721333,88.522671"
K128,EAST KOLKATA KONA STORAGE CENTER APEX,22.61790235,88.27881141,"22.61790235,88.27881141"
K84,DARJEELING BRANCH,27.04084765,88.263563,"27.04084765,88.263563"
K85,BOLPUR BRANCH,23.65587,87.68866,"23.65587,87.68866"
K88,CAMAC STREET BRANCH,22.552155,88.355167,"22.552155,88.355167"
K89,HALDIA BRANCH,22.0625995,88.0797428,"22.0625995,88.0797428"
K72,KONA BRANCH,22.61790235,88.27881141,"22.61790235,88.27881141"
K95,KOLKATA PAKURIA APEX,22.61790235,88.27881141,"22.61790235,88.27881141"
L01,GURGAON DP PROCESSING CENTER APEX,28.53231663,77.09848338,"28.53231663,77.09848338"
L02,GURGAON MASTER FRANCHISEE,28.46080986,77.08384333,"28.46080986,77.08384333"
L03,GURGAON - HERO HONDA CHOWK BRANCH,28.44898176,77.02466524,"28.44898176,77.02466524"
L04,GURGAON BRANCH,28.49562696,77.06081857,"28.49562696,77.06081857"
L05,DHARUHERA BRANCH,28.29083713,76.85456587,"28.29083713,76.85456587"
L14,GURGAON SCS APEX,28.49562696,77.06081857,"28.49562696,77.06081857"
L23,MANESAR BRANCH,28.40651465,76.88362896,"28.40651465,76.88362896"
L24,BILASPUR APEX,28.40651465,76.88362896,"28.40651465,76.88362896"
L27,GURGAON - SOHNA ROAD BRANCH,28.40931315,77.04183359,"28.40931315,77.04183359"
L28,NUH RURAL BRANCH,28.09178396,77.00646584,"28.09178396,77.00646584"
M01,LOWER PAREL BRANCH,19.00618185,72.82632596,"19.00618185,72.82632596"
M02,FORT BRANCH,18.93384567,72.83483858,"18.93384567,72.83483858"
M04,MIDC BRANCH,19.1145843,72.8601245,"19.1145843,72.8601245"
M05,GOREGAON BRANCH,19.16970592,72.85830827,"19.16970592,72.85830827"
M06,GHATKOPAR BRANCH,19.09377334,72.91312844,"19.09377334,72.91312844"
M07,THANE BRANCH,19.2098062,72.9751924,"19.2098062,72.9751924"
M08,VASHI BRANCH,19.04935373,73.02014275,"19.04935373,73.02014275"
M74,MUMBAI DRS/POD SCAN CENTRE BRANCH,19.16970592,72.85830827,"19.16970592,72.85830827"
M10,MUMBAI SAKINAKA APEX,19.102839,72.882515,"19.102839,72.882515"
M13,MUMBAI INTERNATIONAL APEX,19.102839,72.882515,"19.102839,72.882515"
M54,MAROL BRANCH,19.102839,72.882515,"19.102839,72.882515"
M39,PANVEL BRANCH,19.01305584,73.10124406,"19.01305584,73.10124406"
M45,CHEMBUR BRANCH,19.060427,72.911542,"19.060427,72.911542"
M46,VASAI BRANCH,19.406051,72.857754,"19.406051,72.857754"
M47,KALYAN BRANCH,19.23441579,73.12644819,"19.23441579,73.12644819"
M48,ANDHERI BRANCH,19.12613567,72.85287179,"19.12613567,72.85287179"
M69,MUMBAI DP PROCESSING CENTRE APEX,19.102839,72.882515,"19.102839,72.882515"
M33,MUMBAI VADPE APEX,19.30625904,73.10881733,"19.30625904,73.10881733"
M57,BOISAR BRANCH,19.78305791,72.75781124,"19.78305791,72.75781124"
M35,BHIWANDI BRANCH,19.30625904,73.10881733,"19.30625904,73.10881733"
M61,DAHISAR BRANCH,19.2581612,72.873338,"19.2581612,72.873338"
M63,WADKAL BRANCH,18.740342,73.090816,"18.740342,73.090816"
M66,MAHAPE BRANCH,19.14239,73.006725,"19.14239,73.006725"
M68,BANDRA SORTING OFFICE,19.05810189,72.83857654,"19.05810189,72.83857654"
M72,WEST MUMBAI VADAPE STORAGE CENTER APEX,19.30625904,73.10881733,"19.30625904,73.10881733"
M75,MUMBAI VADAPE- BHIWANDI PROCESSING CENTER,19.30625904,73.10881733,"19.30625904,73.10881733"
M50,BHANDUP SCS BRANCH,19.153508,72.936865,"19.153508,72.936865"
M59,BHANDUP BRANCH,19.153508,72.936865,"19.153508,72.936865"
M78,ANDHERI WEST BRANCH,19.12598514,72.84668201,"19.12598514,72.84668201"
N02,TRANSYAMUNA BRANCH,28.634016,77.31575,"28.634016,77.31575"
N03,NARAINA CITY BRANCH,28.62285529,77.1359227,"28.62285529,77.1359227"
N12,NARAINA MASS MAIL PROCESSING OUTSOURCED BRANCH,28.53231663,77.09848338,"28.53231663,77.09848338"
N04,NORTH T/S APEX,28.53231663,77.09848338,"28.53231663,77.09848338"
N05,DELHI SAMALKHA APEX,28.53231663,77.09848338,"28.53231663,77.09848338"
N09,WAZIRPUR BRANCH,28.701941,77.168195,"28.701941,77.168195"
N10,JHANDEWALAN BRANCH,28.64448858,77.20132042,"28.64448858,77.20132042"
N11,MEERBAGH BRANCH,28.660556,77.084997,"28.660556,77.084997"
N06,DELHI SAMALKHA INTERNATIONAL APEX,28.53231663,77.09848338,"28.53231663,77.09848338"
N15,DURGAPURI BRANCH,28.6753424,77.3121565,"28.6753424,77.3121565"
N17,ROHINI BRANCH,28.7454745,77.1360366,"28.7454745,77.1360366"
N19,NARAINA SCS HUB,28.68149316,77.08133817,"28.68149316,77.08133817"
N20,DELHI DP PROCESSING CENTRE APEX,28.53231663,77.09848338,"28.53231663,77.09848338"
N24,DELHI ECOMMERCE PROCESSING CENTRE APEX,28.53231663,77.09848338,"28.53231663,77.09848338"
N30,NOIDA APEX,28.5931599,77.3135731,"28.5931599,77.3135731"
N31,GREATER NOIDA BRANCH,28.5532935,77.41282394,"28.5532935,77.41282394"
N32,NOIDA PH3 BRANCH,28.6018628,77.3596867,"28.6018628,77.3596867"
N33,DARYGANJ BRANCH,28.642927,77.243136,"28.642927,77.243136"
N35,PARI CHOWK BRANCH,28.454913,77.528753,"28.454913,77.528753"
N37,JAMMU BRANCH,32.70282801,74.86723753,"32.70282801,74.86723753"
N38,SRI NAGAR BRANCH,34.0838592,74.8229279,"34.0838592,74.8229279"
N39,NORTH DELHI SAMALKHA STORAGE CENTER APEX,28.53231663,77.09848338,"28.53231663,77.09848338"
O01,ALLEPPEY BRANCH,9.5133376,76.327577,"9.5133376,76.327577"
O02,CALICUT BRANCH,11.2822,75.807099,"11.2822,75.807099"
O03,PALGHAT BRANCH,10.73965,76.64214,"10.73965,76.64214"
O04,TRICHUR BRANCH,10.490398,76.252813,"10.490398,76.252813"
O05,TRIVANDRUM BRANCH,8.4820566,76.9589082,"8.4820566,76.9589082"
S25,SOUTH DELHI DP PROCESSING CENTER APEX,28.53231663,77.09848338,"28.53231663,77.09848338"
O07,KOTTAYAM BRANCH,9.577538,76.517234,"9.577538,76.517234"
O08,QUILON BRANCH,8.901054,76.586589,"8.901054,76.586589"
O09,CANNANORE BRANCH,11.87294,75.37953,"11.87294,75.37953"
O11,THIRUVALLA BRANCH,9.40105,76.56528,"9.40105,76.56528"
O12,KOTTAKAL BRANCH,10.915269,75.996734,"10.915269,75.996734"
U137,UPT DP PROCESSING CENTRE APEX,28.53231663,77.09848338,"28.53231663,77.09848338"
O14,CHERTHALA BRANCH,9.69252,76.33487,"9.69252,76.33487"
O17,CHANGANACHERRY NODAL POINT,9.441817074,76.54424385,"9.441817074,76.54424385"
O21,ADIMALY BRANCH,10.01116221,76.95637007,"10.01116221,76.95637007"
O23,COCHIN BRANCH,9.99257,76.28587,"9.99257,76.28587"
O25,KALPETTA BRANCH,11.619584,76.078795,"11.619584,76.078795"
O60,KANHANGAD BRANCH,12.345727,75.100289,"12.345727,75.100289"
O88,MUVATTUPUZHA BRANCH,9.971065,76.580741,"9.971065,76.580741"
O89,THALASSERY BRANCH,11.775664,75.518,"11.775664,75.518"
N41,DELHI SAMHALKHA SURFACE APEX,28.53231663,77.09848338,"28.53231663,77.09848338"
P04,PUNE PIMPRI BRANCH,18.64256,73.79888,"18.64256,73.79888"
P06,SOLAPUR BRANCH,17.68141,75.912255,"17.68141,75.912255"
P08,AHMEDNAGAR SUPER FRANCHISEE,19.0851052,74.739477,"19.0851052,74.739477"
P09,AURANGABAD BRANCH,19.87438947,75.31428994,"19.87438947,75.31428994"
P10,SANGLI SUPER FRANCHISEE,16.852291,74.563868,"16.852291,74.563868"
P11,KOLHAPUR BRANCH,16.6679401,74.27129427,"16.6679401,74.27129427"
O06,COCHIN APEX,10.06337,76.28998,"10.06337,76.28998"
P13,SATARA SUPER FRANCHISEE,17.705916,74.024004,"17.705916,74.024004"
P15,MARKET YARD BRANCH,18.48999356,73.87012891,"18.48999356,73.87012891"
P16,LATUR BRANCH,18.384532,76.568425,"18.384532,76.568425"
P17,NANDED SUPER FRANCHISEE,19.178425,77.304565,"19.178425,77.304565"
P19,NASIK BRANCH,19.94329632,73.74265981,"19.94329632,73.74265981"
P20,JALGAON SUPER FRANCHISEE,21.013354,75.5661116,"21.013354,75.5661116"
P21,CHIPLUN BRANCH,17.52273041,73.51470964,"17.52273041,73.51470964"
P22,WARJE BRANCH,18.483508,73.80053,"18.483508,73.80053"
P24,VIMAN NAGAR BRANCH,18.577231,73.964054,"18.577231,73.964054"
P25,BARAMATI MASTER FRANCHISEE,18.155127,74.575646,"18.155127,74.575646"
P26,KANKAVALI BRANCH,16.26562952,73.70929454,"16.26562952,73.70929454"
P27,PUNE - HADAPSAR ROAD MASTER FRANCHISEE,18.495194,73.921333,"18.495194,73.921333"
P28,TEMBHURNI SORTING OFFICE,18.0299808,75.20757164,"18.0299808,75.20757164"
P29,PANDHARPUR SORTING OFFICE,17.68045465,75.3268454,"17.68045465,75.3268454"
P32,KARAD SORTING OFFICE,17.27501675,74.17956609,"17.27501675,74.17956609"
P38,DHULE BRANCH,20.837541,74.758129,"20.837541,74.758129"
O13,ALWAYE BRANCH,10.06337,76.28998,"10.06337,76.28998"
P50,CHAKAN BRANCH,18.73547669,73.85630619,"18.73547669,73.85630619"
P56,WALUJ BRANCH,19.837832,75.251968,"19.837832,75.251968"
P57,SHIRWAL BRANCH,18.16428693,73.95160635,"18.16428693,73.95160635"
P58,PARBHANI BRANCH,19.25950636,76.7736528,"19.25950636,76.7736528"
P60,RATNAGIRI BRANCH,16.99266381,73.31470149,"16.99266381,73.31470149"
P61,JALNA SORTING OFFICE,19.15351003,77.31131443,"19.15351003,77.31131443"
P62,ICHALKARANJI SORTING OFFICE,16.69010161,74.46169732,"16.69010161,74.46169732"
P01,PUNE APEX,18.628523,73.873561,"18.628523,73.873561"
P65,RANJANGAON BRANCH,18.715775,74.179947,"18.715775,74.179947"
P71,SHIRDI-NODAL POINT,19.7644519,74.4778687,"19.7644519,74.4778687"
P72,BEED BRANCH,18.99387417,75.75504835,"18.99387417,75.75504835"
P73,TALEGAON BRANCH,18.730266,73.650295,"18.730266,73.650295"
Q01,JAIPUR LALKOTHI BRANCH,26.89508,75.7846,"26.89508,75.7846"
Q02,JODHPUR BRANCH,26.22714214,73.00817608,"26.22714214,73.00817608"
Q03,KOTA SUPER FRANCHISEE,25.17879242,75.85794449,"25.17879242,75.85794449"
Q04,UDAIPUR BRANCH,24.58957121,73.70019915,"24.58957121,73.70019915"
P44,PUNE DIGHI BRANCH,18.628523,73.873561,"18.628523,73.873561"
Q06,JAIPUR VAISHALINAGAR BRANCH,26.88269,75.74025,"26.88269,75.74025"
Q07,ALWAR BRANCH,27.575846,76.612039,"27.575846,76.612039"
P12,PUNE SHIVAJI NAGAR BRANCH,18.53516349,73.84994089,"18.53516349,73.84994089"
Q09,AJMER BRANCH,26.4275957,74.6494302,"26.4275957,74.6494302"
Q10,PALI BRANCH,25.774369,73.339469,"25.774369,73.339469"
Q11,BHIWADI BRANCH,28.1968,76.83771,"28.1968,76.83771"
Q12,BHILWARA SORTING OFFICE,25.36057,74.6372,"25.36057,74.6372"
Q13,SRIGANGANAGAR BRANCH,29.907571,73.877824,"29.907571,73.877824"
Q14,BIKANER BRANCH,28.01580349,73.32610872,"28.01580349,73.32610872"
Q16,SIKAR BRANCH,27.606631,75.15031,"27.606631,75.15031"
Q17,MANSAROVAR BRANCH,26.829017,75.777089,"26.829017,75.777089"
Q18,BEHROR SORTING OFFICE,27.8943833,76.295719,"27.8943833,76.295719"
Q34,BAWAL BRANCH,28.0745063,76.5665064,"28.0745063,76.5665064"
Q35,JAIPUR VKI BRANCH,26.9612,75.771137,"26.9612,75.771137"
Q40,BHARATPUR BRANCH,27.229104,77.496512,"27.229104,77.496512"
Q41,BAGRU BRANCH,26.81634,75.55887,"26.81634,75.55887"
Q43,SHAHPURA (JAIPUR ROAD) NODAL POINT,27.36643,75.9555,"27.36643,75.9555"
Q44,NEEMRANA BRANCH,27.96147077,76.3734739,"27.96147077,76.3734739"
P64,PUNE INTERNATIONAL BRANCH,18.53516349,73.84994089,"18.53516349,73.84994089"
R02,CHANDRAPUR SUPER FRANCHISE,19.9718663,79.2968235,"19.9718663,79.2968235"
R04,AKOLA BRANCH,20.695675,76.96791,"20.695675,76.96791"
Q05,JAIPUR APEX,26.88274,75.740257,"26.88274,75.740257"
Q08,JAIPUR SCS APEX,26.88274,75.740257,"26.88274,75.740257"
R07,BILASPUR BRANCH,22.06746532,82.18554861,"22.06746532,82.18554861"
R08,BHILLAI BRANCH,21.199814,81.323859,"21.199814,81.323859"
R10,KORBA BRANCH,22.3583,82.70833,"22.3583,82.70833"
R01,NAGPUR APEX,21.143067,79.007626,"21.143067,79.007626"
R12,AMRAVATI BRANCH,21.00105,77.81166,"21.00105,77.81166"
R13,YAVATMAL SUPER FRANCHISEE,20.38347231,78.12951164,"20.38347231,78.12951164"
R16,NAGPUR SCS APEX,21.13869147,79.00504534,"21.13869147,79.00504534"
R05,NAGPUR T/S APEX,21.143067,79.007626,"21.143067,79.007626"
R19,RAIGARH BRANCH,21.89603557,83.39058014,"21.89603557,83.39058014"
R28,KHAMGAON SORTING OFFICE,20.71722744,76.56358527,"20.71722744,76.56358527"
R29,AMBIKAPUR NODAL POINT,23.114691,83.206093,"23.114691,83.206093"
R32,NAGPUR KHAMLA BRANCH,21.10502,79.0509,"21.10502,79.0509"
S01,KHIRKI BRANCH,28.53452243,77.21837521,"28.53452243,77.21837521"
S02,FARIDABAD BRANCH,28.396359,77.31341,"28.396359,77.31341"
S03,MAHIPALPUR BRANCH,28.537631,77.118414,"28.537631,77.118414"
R11,NAGPUR WADI APEX,21.143067,79.007626,"21.143067,79.007626"
S09,DWARKA BRANCH,28.6077608,77.0476351,"28.6077608,77.0476351"
S12,OKHLA SCS APEX,28.521952,77.281951,"28.521952,77.281951"
R06,RAIPUR APEX,21.258502,81.557855,"21.258502,81.557855"
S17,ASHRAM BRANCH,28.571125,77.258233,"28.571125,77.258233"
R17,RAIPUR T/S APEX,21.258502,81.557855,"21.258502,81.557855"
S26,CHATTARPUR BRANCH,28.49292,77.18467,"28.49292,77.18467"
S27,BALLABHGARH BRANCH,28.34475148,77.31691665,"28.34475148,77.31691665"
S04,OKHLA BRANCH,28.53912798,77.26958264,"28.53912798,77.26958264"
S13,OKHLA APEX,28.53912798,77.26958264,"28.53912798,77.26958264"
T03,JAMSHEDPUR BRANCH,22.797565,86.211023,"22.797565,86.211023"
T04,DHANBAD BRANCH,23.85216,86.42774,"23.85216,86.42774"
T05,MUZAFFARPUR BRANCH,26.108,85.367,"26.108,85.367"
T06,BHAGALPUR BRANCH,25.25176,87.00844,"25.25176,87.00844"
T07,GAYA BRANCH,24.80743,85.00528,"24.80743,85.00528"
T09,BOKARO BRANCH,23.62195,86.1834,"23.62195,86.1834"
T01,PATNA APEX,25.5762215,85.2358959,"25.5762215,85.2358959"
T10,ZERO MILE BRANCH,25.5762215,85.2358959,"25.5762215,85.2358959"
T13,PURNEA BRANCH,25.792696,87.542371,"25.792696,87.542371"
T12,PATNA T/S APEX,25.5762215,85.2358959,"25.5762215,85.2358959"
T15,SAHARSA SORTING OFFICE,25.8778023,86.595935,"25.8778023,86.595935"
T16,KATIHAR SORTING OFFICE,25.5430714,87.5687154,"25.5430714,87.5687154"
T17,BIHAR T/S APEX,25.5762215,85.2358959,"25.5762215,85.2358959"
T18,JAMALPUR SUPER FRANCHISEE,25.3744003,86.4826974,"25.3744003,86.4826974"
T26,DARBHANGA SORTING OFFICE,26.17990852,85.90025455,"26.17990852,85.90025455"
T32,EXHIBITION ROAD BRANCH,25.609713,85.141025,"25.609713,85.141025"
T02,RANCHI APEX,23.35235,85.377875,"23.35235,85.377875"
T34,HAZARIBAGH SUB BRANCH,23.982169,85.363121,"23.982169,85.363121"
T14,RANCHI CITY BRANCH,23.35235,85.377875,"23.35235,85.377875"
T36,MOTIHARI BRANCH,26.6382312,84.9236182,"26.6382312,84.9236182"
T38,CHAPRA SORTING OFFICE,25.78500122,84.74665391,"25.78500122,84.74665391"
T39,GOPALGUNJ SORTING OFFICE,26.46710529,84.4429686,"26.46710529,84.4429686"
